<DATE>,<OPEN>
10.12.2014,74.8100
09.12.2014,77.5000
05.12.2014,77.9000
04.12.2014,78.6000
03.12.2014,80.4853
25.11.2014,82.4236
24.11.2014,81.8000
21.11.2014,79.6000
18.11.2014,78.2100
17.11.2014,77.6000
14.11.2014,76.4500
11.11.2014,77.8000
10.11.2014,76.6000
06.11.2014,77.8500
05.11.2014,77.6500
04.11.2014,76.7400
03.11.2014,77.2000
30.10.2014,75.7500
29.10.2014,76.8500
28.10.2014,75.4500
27.10.2014,72.3100
24.10.2014,73.9000
23.10.2014,73.3000
22.10.2014,73.3500
21.10.2014,72.8000
20.10.2014,71.3000
17.10.2014,73.0000
16.10.2014,69.6000
15.10.2014,69.8000
14.10.2014,71.7500
10.10.2014,70.5000
09.10.2014,72.2070
08.10.2014,72.7301
07.10.2014,73.6700
06.10.2014,73.7648
03.10.2014,74.9451
02.10.2014,74.2000
01.10.2014,76.6665
30.09.2014,77.3951
29.09.2014,75.6501
26.09.2014,76.6901
25.09.2014,77.3999
24.09.2014,79.1500
23.09.2014,79.5547
22.09.2014,79.1500
19.09.2014,80.3000
18.09.2014,81.7500
17.09.2014,81.0500
15.09.2014,82.3000
12.09.2014,83.6000
11.09.2014,82.6000
09.09.2014,83.4500
08.09.2014,85.9888
05.09.2014,85.5895
03.09.2014,84.4500
02.09.2014,83.7900
29.08.2014,84.7500
27.08.2014,86.4000
26.08.2014,86.4200
25.08.2014,85.7618
22.08.2014,83.7000
21.08.2014,85.7611
20.08.2014,84.2000
19.08.2014,84.9000
18.08.2014,84.0501
15.08.2014,84.3000
14.08.2014,84.4684
13.08.2014,83.2845
12.08.2014,82.7000
11.08.2014,84.4100
08.08.2014,81.5500
07.08.2014,82.8031
06.08.2014,82.8800
05.08.2014,83.7407
04.08.2014,83.8600
01.08.2014,82.5500
31.07.2014,85.1500
30.07.2014,88.6028
29.07.2014,90.6246
28.07.2014,91.6000
25.07.2014,90.5000
24.07.2014,92.3000
23.07.2014,90.7500
22.07.2014,90.9500
21.07.2014,89.1000
18.07.2014,91.1000
17.07.2014,89.2500
16.07.2014,90.4000
15.07.2014,90.1800
14.07.2014,91.6496
11.07.2014,90.9000
10.07.2014,90.0906
09.07.2014,92.2000
08.07.2014,89.6500
07.07.2014,93.5804
03.07.2014,94.8767
02.07.2014,93.3000
01.07.2014,94.1306
30.06.2014,94.4600
27.06.2014,94.7359
26.06.2014,94.5400
25.06.2014,96.0000
24.06.2014,96.3500
23.06.2014,96.1500
20.06.2014,97.0300
19.06.2014,96.1689
18.06.2014,94.3000
17.06.2014,94.0000
16.06.2014,92.5500
13.06.2014,93.8400
12.06.2014,93.5000
11.06.2014,94.8740
10.06.2014,94.4700
09.06.2014,96.7000
06.06.2014,96.8527
05.06.2014,94.9600
04.06.2014,93.6000
03.06.2014,94.1000
02.06.2014,94.4880
30.05.2014,94.2000
29.05.2014,93.4900
28.05.2014,95.1000
27.05.2014,94.8833
23.05.2014,92.1883
22.05.2014,89.7900
21.05.2014,90.4200
20.05.2014,91.5700
19.05.2014,92.2200
16.05.2014,90.4500
15.05.2014,90.3500
14.05.2014,94.0235
13.05.2014,97.1435
12.05.2014,96.8776
09.05.2014,94.8952
08.05.2014,95.4800
07.05.2014,94.4651
06.05.2014,92.5400
05.05.2014,91.7300
02.05.2014,92.9700
30.04.2014,92.9600
29.04.2014,92.8500
28.04.2014,94.7929
24.04.2014,94.4000
23.04.2014,90.6306
22.04.2014,91.5500
21.04.2014,90.2000
17.04.2014,90.5000
16.04.2014,89.6000
15.04.2014,88.8286
14.04.2014,88.5070
11.04.2014,89.1688
08.04.2014,88.7500
07.04.2014,89.6408
04.04.2014,89.9500
03.04.2014,89.9746
02.04.2014,89.9500
01.04.2014,89.1500
31.03.2014,88.1000
28.03.2014,88.7435
27.03.2014,89.0514
26.03.2014,90.9099
25.03.2014,88.9708
21.03.2014,88.9471
20.03.2014,87.8731
19.03.2014,87.7220
18.03.2014,87.4000
17.03.2014,87.8000
13.03.2014,85.4000
12.03.2014,88.7335
11.03.2014,89.3000
10.03.2014,89.5000
07.03.2014,89.7500
06.03.2014,90.3505
05.03.2014,90.4955
04.03.2014,89.8785
03.03.2014,87.5037
28.02.2014,90.0503
26.02.2014,88.1269
25.02.2014,90.3937
24.02.2014,90.2039
21.02.2014,90.8000
20.02.2014,89.7878
19.02.2014,87.0000
14.02.2014,86.1400
13.02.2014,85.7158
12.02.2014,85.6712
11.02.2014,84.8516
10.02.2014,82.4000
07.02.2014,83.1791
06.02.2014,82.6051
05.02.2014,79.9500
04.02.2014,80.0000
03.02.2014,80.5736
31.01.2014,80.3000
30.01.2014,81.5000
28.01.2014,82.8000
27.01.2014,83.3951
24.01.2014,84.5184
23.01.2014,85.2000
22.01.2014,87.4000
21.01.2014,88.8314
17.01.2014,88.3000
16.01.2014,88.0000
15.01.2014,86.4000
13.01.2014,86.7500
09.01.2014,83.5660
08.01.2014,83.9000
07.01.2014,84.0000
06.01.2014,85.2500
03.01.2014,84.1000
02.01.2014,85.1000
31.12.2013,87.0000
27.12.2013,86.7500
24.12.2013,85.0000
23.12.2013,85.2500
20.12.2013,84.7000
19.12.2013,83.9978
18.12.2013,82.0000
17.12.2013,82.5000
16.12.2013,84.5000
13.12.2013,81.3017
12.12.2013,80.3900
11.12.2013,81.2387
10.12.2013,81.7500
09.12.2013,82.5979
06.12.2013,81.7864
05.12.2013,80.0000
04.12.2013,80.1000
03.12.2013,81.1500
02.12.2013,82.5000
29.11.2013,84.6600
27.11.2013,84.0000
26.11.2013,83.0000
25.11.2013,84.2000
21.11.2013,79.3400
20.11.2013,80.7500
19.11.2013,82.8677
18.11.2013,83.1000
15.11.2013,82.9500
14.11.2013,84.1000
13.11.2013,83.0000
12.11.2013,82.4000
11.11.2013,83.6000
08.11.2013,82.5537
07.11.2013,83.5000
06.11.2013,83.4000
05.11.2013,82.5500
04.11.2013,85.2500
01.11.2013,83.8000
31.10.2013,83.7500
30.10.2013,85.0000
29.10.2013,84.5000
28.10.2013,83.7500
24.10.2013,86.7500
23.10.2013,86.9152
22.10.2013,87.1953
21.10.2013,85.7500
18.10.2013,86.0000
17.10.2013,83.2838
16.10.2013,82.9500
15.10.2013,84.7037
14.10.2013,84.5647
11.10.2013,85.5000
10.10.2013,85.1804
09.10.2013,82.6000
08.10.2013,82.7993
07.10.2013,82.6000
04.10.2013,82.5000
03.10.2013,82.0000
02.10.2013,85.1500
30.09.2013,84.2000
27.09.2013,86.5000
26.09.2013,87.4946
25.09.2013,88.5470
24.09.2013,88.2000
23.09.2013,88.0363
20.09.2013,88.0000
19.09.2013,89.5000
18.09.2013,87.3800
17.09.2013,85.3500
16.09.2013,85.5000
13.09.2013,82.7000
12.09.2013,82.6000
11.09.2013,82.9113
10.09.2013,82.8000
09.09.2013,80.9000
06.09.2013,80.5300
05.09.2013,79.7648
04.09.2013,78.5000
30.08.2013,76.4562
29.08.2013,78.9000
28.08.2013,77.8500
26.08.2013,80.3801
23.08.2013,81.3000
22.08.2013,80.1000
21.08.2013,80.1000
20.08.2013,80.4000
19.08.2013,80.3000
16.08.2013,81.0000
15.08.2013,80.0000
14.08.2013,80.8000
13.08.2013,80.2000
12.08.2013,81.1000
09.08.2013,82.0000
08.08.2013,80.6500
07.08.2013,80.9000
06.08.2013,81.2000
05.08.2013,81.1717
02.08.2013,81.7500
01.08.2013,82.2000
31.07.2013,79.2711
30.07.2013,76.5000
29.07.2013,76.6700
26.07.2013,77.0000
25.07.2013,76.9500
24.07.2013,76.3000
23.07.2013,74.6000
22.07.2013,74.6000
19.07.2013,75.4500
18.07.2013,73.7500
17.07.2013,73.7000
16.07.2013,72.0000
15.07.2013,71.1000
12.07.2013,71.9000
11.07.2013,76.1000
09.07.2013,73.8200
08.07.2013,74.3000
05.07.2013,72.8500
03.07.2013,72.4049
27.06.2013,74.9500
26.06.2013,73.2445
24.06.2013,70.6631
21.06.2013,70.8500
20.06.2013,72.7500
19.06.2013,76.0200
13.06.2013,76.9000
12.06.2013,77.2500
11.06.2013,78.4000
10.06.2013,78.7000
06.06.2013,77.7000
05.06.2013,77.5100
04.06.2013,78.7719
03.06.2013,79.8000
31.05.2013,79.2500
28.05.2013,78.2500
23.05.2013,78.8000
21.05.2013,78.6500
20.05.2013,77.0000
17.05.2013,76.6246
14.05.2013,75.6500
13.05.2013,76.7500
10.05.2013,77.0000
09.05.2013,76.7500
08.05.2013,77.4500
07.05.2013,75.0000
02.05.2013,73.7000
29.04.2013,77.0000
25.04.2013,76.4500
24.04.2013,74.2500
23.04.2013,73.1880
19.04.2013,70.3000
18.04.2013,69.7000
17.04.2013,69.2500
16.04.2013,73.5000
15.04.2013,72.4600
12.04.2013,74.0000
11.04.2013,75.8000
09.04.2013,72.5000
05.04.2013,72.7000
04.04.2013,73.5000
03.04.2013,73.6500
01.04.2013,73.5000
28.03.2013,72.6000
27.03.2013,71.5600
26.03.2013,72.3000
21.03.2013,72.9000
19.03.2013,75.1500
15.03.2013,76.6500
14.03.2013,79.4500
13.03.2013,78.0593
12.03.2013,77.9000
11.03.2013,78.1108
08.03.2013,78.0000
07.03.2013,78.5000
05.03.2013,77.2000
01.03.2013,76.5000
28.02.2013,77.2500
27.02.2013,75.0000
26.02.2013,74.2500
25.02.2013,77.7500
22.02.2013,77.5000
21.02.2013,75.0000
19.02.2013,74.9500
15.02.2013,74.1545
14.02.2013,73.2500
13.02.2013,75.0000
12.02.2013,74.6000
08.02.2013,73.5000
04.02.2013,74.5500
30.01.2013,76.3500
29.01.2013,76.5000
28.01.2013,75.8000
25.01.2013,76.0000
23.01.2013,73.6000
22.01.2013,74.8500
18.01.2013,72.5000
17.01.2013,73.0000
16.01.2013,73.0000
15.01.2013,73.0000
14.01.2013,74.3500
11.01.2013,73.2500
10.01.2013,73.9000
09.01.2013,73.6000
08.01.2013,74.2500
07.01.2013,73.7310
04.01.2013,74.6000
03.01.2013,73.5000
02.01.2013,74.9500
31.12.2012,74.5000
28.12.2012,71.8000
27.12.2012,74.0000
26.12.2012,71.5000
24.12.2012,71.0500
21.12.2012,73.1820
20.12.2012,74.3500
18.12.2012,73.0500
17.12.2012,71.8500
14.12.2012,71.3430
13.12.2012,70.5000
12.12.2012,71.2500
11.12.2012,71.2020
10.12.2012,69.9000
07.12.2012,69.4539
06.12.2012,70.1452
05.12.2012,70.7480
04.12.2012,71.5000
03.12.2012,70.7500
30.11.2012,70.8100
29.11.2012,69.0690
28.11.2012,67.9000
27.11.2012,66.7500
26.11.2012,66.5000
23.11.2012,69.0000
21.11.2012,66.0000
20.11.2012,65.3594
19.11.2012,65.4240
16.11.2012,62.0000
12.11.2012,62.4000
08.11.2012,64.0000
07.11.2012,63.7500
01.11.2012,63.4500
31.10.2012,62.7500
26.10.2012,61.7500
25.10.2012,62.7000
23.10.2012,62.5000
17.10.2012,64.8500
12.10.2012,61.2000
09.10.2012,62.5000
08.10.2012,63.6000
04.10.2012,62.8190
02.10.2012,62.7500
28.09.2012,59.0000
27.09.2012,61.5000
26.09.2012,61.3500
25.09.2012,62.5000
24.09.2012,62.5000
21.09.2012,63.7500
19.09.2012,63.6900
18.09.2012,64.5000
13.09.2012,64.8090
12.09.2012,67.2820
11.09.2012,65.6000
07.09.2012,66.5500
31.08.2012,62.2140
30.08.2012,60.7500
27.08.2012,62.5600
23.08.2012,62.0000
22.08.2012,62.6500
21.08.2012,65.2500
20.08.2012,64.0000
16.08.2012,62.0500
09.08.2012,60.8585
03.08.2012,60.5600
01.08.2012,59.0000
31.07.2012,57.7500
30.07.2012,56.7500
24.07.2012,50.0000
18.07.2012,53.9500
13.07.2012,52.7500
12.07.2012,51.0000
09.07.2012,52.1500
06.07.2012,52.6000
26.06.2012,49.7000
25.06.2012,51.1900
20.06.2012,54.7100
19.06.2012,54.7000
14.06.2012,51.0000
13.06.2012,52.2000
12.06.2012,54.2994
11.06.2012,54.5000
08.06.2012,54.5000
07.06.2012,55.9000
06.06.2012,56.0000
04.06.2012,52.5000
01.06.2012,51.9000
30.05.2012,53.3000
29.05.2012,56.1000
22.05.2012,55.7500
16.05.2012,55.0000
14.05.2012,54.6000
11.05.2012,56.9000
08.05.2012,57.7500
07.05.2012,60.6500
04.05.2012,59.5500
03.05.2012,61.2500
01.05.2012,61.3000
30.04.2012,60.9000
23.04.2012,59.5000
19.04.2012,62.7500
16.04.2012,60.0000
13.04.2012,59.4500
10.04.2012,59.8000
04.04.2012,60.5100
03.04.2012,65.0000
02.04.2012,65.7500
27.03.2012,67.4500
26.03.2012,67.0000
21.03.2012,67.4500
19.03.2012,69.7500
16.03.2012,69.8000
15.03.2012,68.6500
13.03.2012,67.1500
12.03.2012,66.0500
08.03.2012,67.0000
07.03.2012,63.7500
06.03.2012,65.0000
05.03.2012,67.5500
02.03.2012,69.5545
01.03.2012,69.1700
29.02.2012,67.4100
28.02.2012,68.2000
27.02.2012,66.2600
24.02.2012,68.4000
23.02.2012,67.0000
22.02.2012,67.0500
17.02.2012,62.5399
16.02.2012,61.0000
15.02.2012,60.7500
10.02.2012,62.8500
09.02.2012,64.2500
07.02.2012,63.9200
06.02.2012,63.5200
03.02.2012,65.2300
01.02.2012,63.4000
31.01.2012,61.7500
30.01.2012,61.2500
27.01.2012,63.5500
26.01.2012,64.8500
25.01.2012,63.6000
24.01.2012,61.4838
23.01.2012,63.1500
18.01.2012,60.5500
17.01.2012,60.4000
13.01.2012,58.0000
12.01.2012,58.3000
10.01.2012,56.6500
05.01.2012,54.2500
04.01.2012,54.0000
03.01.2012,56.0000
30.12.2011,52.4000
28.12.2011,50.2500
27.12.2011,51.3500
23.12.2011,51.1000
22.12.2011,50.5000
21.12.2011,50.4500
19.12.2011,48.2500
16.12.2011,48.2500
15.12.2011,48.5500
14.12.2011,49.9000
13.12.2011,50.5000
09.12.2011,55.2500
08.12.2011,53.2000
07.12.2011,55.5000
06.12.2011,56.4000
05.12.2011,57.3500
02.12.2011,56.3000
01.12.2011,56.2000
30.11.2011,56.0000
29.11.2011,55.4500
25.11.2011,48.2500
23.11.2011,47.8400
22.11.2011,50.6238
21.11.2011,50.5000
18.11.2011,53.0000
17.11.2011,51.7500
16.11.2011,53.7000
10.11.2011,52.7500
08.11.2011,56.2500
07.11.2011,53.5000
04.11.2011,56.2500
02.11.2011,56.1200
01.11.2011,56.5000
31.10.2011,61.5000
24.10.2011,60.1000
20.10.2011,56.9000
19.10.2011,60.9000
18.10.2011,61.8000
17.10.2011,62.0000
14.10.2011,64.2500
13.10.2011,62.4500
12.10.2011,62.2500
10.10.2011,61.2500
07.10.2011,60.0000
06.10.2011,59.0000
05.10.2011,55.5000
04.10.2011,50.9500
03.10.2011,52.6000
30.09.2011,54.4575
29.09.2011,55.5000
27.09.2011,54.8500
26.09.2011,51.3000
23.09.2011,51.0000
21.09.2011,56.1200
20.09.2011,56.9000
16.09.2011,58.0000
15.09.2011,59.4500
14.09.2011,57.6000
12.09.2011,52.5000
09.09.2011,55.5000
08.09.2011,58.5000
07.09.2011,60.0000
06.09.2011,56.7000
26.08.2011,62.5000
09.08.2011,63.0000
08.08.2011,61.8750
02.08.2011,69.0000
15.07.2011,73.4000
14.07.2011,75.0000
08.07.2011,78.5000
22.06.2011,79.7500
10.06.2011,78.6250
01.06.2011,82.7500
11.05.2011,83.0000
27.04.2011,87.4303
13.04.2011,82.6250
12.04.2011,81.1250
24.03.2011,84.3750
16.03.2011,74.5000
11.03.2011,80.0000
18.02.2011,80.7910
31.01.2011,77.3750
28.01.2011,78.0000
25.01.2011,77.5000
11.01.2011,75.0000
07.01.2011,74.5000
05.01.2011,75.6250
07.12.2010,79.5292
03.12.2010,75.0000
01.12.2010,72.5956
18.11.2010,74.5632
25.10.2010,70.5000
20.10.2010,70.3750
19.10.2010,69.2500
13.10.2010,69.1250
28.09.2010,61.7500
24.09.2010,62.5000
16.09.2010,59.0000
25.08.2010,52.2500
11.08.2010,56.5000
13.07.2010,55.5000
30.06.2010,50.5000
25.06.2010,53.2500
03.06.2010,51.8750
20.05.2010,47.6250
11.05.2010,52.3750
10.05.2010,52.7500
06.05.2010,49.8750
26.04.2010,59.2500
22.04.2010,57.7000
20.04.2010,59.2275
09.03.2010,55.0000
08.03.2010,56.0000
01.03.2010,54.0000
04.02.2010,52.8750
22.01.2010,54.5280
